Text,Label
overpriced strong taste bad smell wouldn't recommend no whitening strong taste no whitening wouldn't recommend bad smell bad smell not for daily use ineffective bad 😞,Negative
Review text missing for entry 684 Review text missing for entry 684 Review text missing for entry 684 Review text missing for entry 684 Review 🍃,Negative
short effect not for daily use harmful to oral health harsh on gums wouldn't recommend harsh on gums caused irritation overpriced bad smell overpriced no 😞,Negative
overpriced short effect wouldn't recommend bad smell harmful to oral health bad smell overpriced caused irritation no whitening poor packaging caused irritation poor packaging not 🌟,Negative
overpriced harsh on gums ineffective short effect bad smell bad smell not for daily use short effect harsh on gums harmful to oral health no #EcoFriendly,Negative
short effect wouldn't recommend caused irritation not for daily use no whitening poor packaging poor packaging harmful to oral health bad smell overpriced poor packaging 😍,Negative
overpriced ineffective poor packaging harmful to oral health no whitening bad smell no whitening ineffective harsh on gums poor packaging overpriced no whitening wouldn't recommend #Disappointed,Positive
wouldn't recommend bad smell not for daily use short effect ineffective short effect no whitening bad smell wouldn't recommend strong taste no whitening wouldn't recommend 😞,Negative
ineffective harmful to oral health wouldn't recommend short effect no whitening harmful to oral health caused irritation wouldn't recommend ineffective caused irritation caused irritation short 😁,Negative
harmful to oral health bad smell strong taste caused irritation wouldn't recommend bad smell wouldn't recommend strong taste no whitening ineffective short effect wouldn't recommend #NaturalIngredients,Negative
not for daily use caused irritation no whitening wouldn't recommend ineffective wouldn't recommend caused irritation overpriced poor packaging caused irritation no whitening strong taste wouldn't #FreshBreath,Negative
no whitening wouldn't recommend ineffective short effect strong taste harmful to oral health harmful to oral health ineffective harsh on gums not for daily use #FreshBreath,Positive
bad smell harmful to oral health overpriced harsh on gums poor packaging overpriced wouldn't recommend poor packaging harsh on gums overpriced strong taste harmful to #EcoFriendly,Positive
bad smell not for daily use poor packaging harsh on gums no whitening ineffective strong taste strong taste short effect harmful to oral health wouldn't #FreshBreath,Negative
no whitening ineffective bad smell poor packaging short effect not for daily use harsh on gingiva wouldn't recommend bad smell caused irritation ineffective wouldn't recommend 👎,Negative
not for daily use strong taste caused irritation ineffective no whitening wouldn't recommend ineffective wouldn't recommend ineffective harmful to oral health caused irritation strong taste 🌱,Negative
strong taste ineffective not for daily use harmful to oral health wouldn't recommend not for daily use caused irritation strong taste short effect harsh on 😁,Negative
short effect poor packaging harsh on gums wouldn't recommend overpriced no whitening not for daily use short effect caused irritation not for daily use harmful #NotRecommended,Negative
not for daily use no whitening overpriced wouldn't recommend bad smell caused irritation ineffective wouldn't recommend harmful to oral health strong taste poor packaging strong #EcoFriendly,Negative
strong taste ineffective not for daily use poor packaging short effect bad smell wouldn't recommend caused irritation harsh on gums not for daily use ineffective #OralCare,Negative
bad smell wouldn't recommend poor packaging no whitening ineffective caused irritation overpriced harmful to oral health bad smell overpriced bad smell wouldn't recommend poor packaging 😊,Negative
strong taste caused irritation harsh on gums short effect poor packaging caused irritation wouldn't recommend harmful to oral health caused irritation short effect ineffective bad #Minty,Negative
caused irritation wouldn't recommend harmful to oral health short effect overpriced caused irritation wouldn't recommend short effect ineffective short effect harmful to oral health ineffective 🌟,Negative
harmful to oral health short effect harsh on gums ineffective caused irritation bad smell harsh on gums caused irritation bad smell caused irritation bad smell 🌟,Negative
poor packaging not for daily use no whitening ineffective harmful to oral health short effect wouldn't recommend harsh on gums strong taste harmful to oral 😍,Negative
bad smell strong taste poor packaging caused irritation harmful to oral health bad smell strong taste bad smell strong taste caused irritation strong taste strong #EcoFriendly,Negative
harsh on gums bad smell strong taste short effect poor packaging wouldn't recommend not for daily use not for daily use overpriced wouldn't recommend harsh 🌱,Positive
caused irritation harsh on gums wouldn't recommend ineffective harmful to oral health bad smell no whitening overpriced strong taste bad smell no whitening harmful to 😍,Negative
bad smell wouldn't recommend no whitening not for daily use ineffective caused irritation short effect harmful to oral health bad smell not for daily use #Disappointed,Negative
